,Name,Title,Current School Name
8112,Jason Drury,Director of Sports Medicine,Northwestern State
8113,Kalevi Pajuluoma,Assistant Director of Sports Medicine,Northwestern State
8114,Breah Hurd,Athletic Trainer,Northwestern State
8115,Dr. William Zeichner,Team Physician,Northwestern State
8116,Dr. Theodore Jordan,Team Physician,Northwestern State
8203,Ray Priore,George A. Munger Head Coach,Penn
8204,Bob Benson,Associate Head Coach/Defensive Coordinator,Penn
8205,Dan Swanstrom,"Offensive Coordinator/Clarence S. Rockwell, VMD Quarterbacks Coach",Penn
8206,Jon Dupont,Linebackers,Penn
8207,Hank Hughes,Defensive Line,Penn
8208,Kyle Metzler,Offensive Line,Penn
8209,Sean Reeder,Tight Ends,Penn
8210,Rick Ulrich,Wide Receivers,Penn
8211,Eric Franklin,Corner Backs,Penn
8212,David Sims,Running Backs,Penn
8213,Brian Fallon,Director of Player Development,Penn
8214,Rudy Fuller,Sport Administrator,Penn
8215,Josh Liddick,Athletic Communications,Penn
8216,Victor Szwanki,Head Football Athletic Trainer,Penn
8217,Miguel Rivera,Strength and Conditioning,Penn
8218,Taryn Ficken,Athletic Trainer,Penn
8219,Alexa Gasser,Athletic Trainer,Penn
8220,Langston Livingston,Student-Athlete Success (CSAS),Penn
8221,Drew Flack,Equipment Manager,Penn
8322,Bruce Barnum,Head Coach,Portland State
8323,AC Patterson,Offensive Coordinator/Running Backs,Portland State
8324,Matt Leunen,Run-Game Coordinator/Offensive Line,Portland State
8325,Colin Fry,Co-Defensive Coordinator/Defensive Backs,Portland State
8326,Mark Rhea,Co-Defensive Coordinator/Defensive Line,Portland State
8327,John Ely,Linebackers,Portland State
8328,Kieran McDonagh,Quarterbacks,Portland State
8329,Darnell Adams,Wide Receivers,Portland State
8330,Marcus Gray,Graduate Student/Offensive Assistant,Portland State
8331,Terry Davis,Director of Player Personnel/Recruiting Coordinator,Portland State
8332,Sydnee Hay,Football Operations/Executive Assistant,Portland State
8434,Bubba McDowell,Head Football Coach,Prairie View A&M
8435,Mark Frederick,Assistant Head/ Offensive Coordinator Coach,Prairie View A&M
8436,Todd Middleton,Defensive Coordinator/Defensive Line Coach,Prairie View A&M
8437,Dan Lemke,Defensive Pass Game Coordinator | DB's | CB's,Prairie View A&M
8438,"Alvin Fosselman, III",Linebackers/Special Teams Coordinator Coach,Prairie View A&M
8439,Ryan Burton,Nickels/Safeties/Video Coordinator Coach,Prairie View A&M
8440,Jonas Jackson,Defensive Line Coach,Prairie View A&M
8441,Reggie Moore,Wide Receivers/Offensive Pass Coordinator Coach,Prairie View A&M
8442,Ashton Green,Offensive Line/Recruiting Coordinator Coach,Prairie View A&M
8443,"Marcus Bradley, Jr.",Running Backs/Walk On Coordinator Coach,Prairie View A&M
8444,Ramiro Alvarez,Football Strength & Conditioning Coach,Prairie View A&M
8445,Keith Willis-Auger,Offensive Graduate Assistant,Prairie View A&M
8520,Steve Englehart,Head Coach,Presbyterian
8521,Jayson Martin,Assistant Head Coach/Recruiting Coordinator/Tight Ends,Presbyterian
8522,Daniel Owen,Defensive Coordinator,Presbyterian
8523,Nolan Genovese,Wide Receivers/Pass Game Coordinator,Presbyterian
8524,Will Kirkendall,Safeties,Presbyterian
8525,Chad Veccharella,Outside Linebackers,Presbyterian
8599,Jim Fleming,Head Coach,Rhode Island
8600,Chris Bergeski,Wide Receivers,Rhode Island
8601,Jack Cooper,Defensive Coordinator/Defensive Backs,Rhode Island
8602,Austin Cordova,Defensive Backs Assistant/Video Coordinator,Rhode Island
8603,John Fils-Aime,Offensive Quality Control,Rhode Island
8604,Jake Fire,Defensive Quality Control,Rhode Island
8605,Mike Flanagan,Associate Head Coach/Running Backs/Recruiting Coordinator,Rhode Island
8606,Troy Gilmer,Outside Linebackers Coach//Special Teams Coordinator,Rhode Island
8607,Marcell Lazard,Defensive Line,Rhode Island
8608,Chris Lorenti,Inside Linebackers Coach,Rhode Island
8609,Clayton McGrath,Defensive Quality Control,Rhode Island
8610,Zach Metkler,Director of Operations/Assistant Offensive Line/Director of Player Personnel/Pro Liaison,Rhode Island
8611,Eddy Morrissey,Offensive Line,Rhode Island
8612,Patrick Murphy,Offensive Coordinator/Quarterbacks,Rhode Island
8613,Brendan Patterson,Tight Ends Coach,Rhode Island
8614,Vince Sinagra,Chief of Staff,Rhode Island
8615,Robert Izzi,Team Chaplain,Rhode Island
8694,Russ Huesman,Head Coach,Richmond
8695,Justin Wood,Assistant Head Coach/Defensive Coordinator/Linebackers,Richmond
8696,Adam Ross,Co-Offensive Coordinator/Offensive Line,Richmond
8697,Winston October,Co-Offensive Coordinator/Wide Receivers,Richmond
8698,Drew Anthony,Safeties/Special Teams Coordinator,Richmond
8699,Trey Caso,Tight Ends/Offensive Recruiting Coordinator,Richmond
8700,Chris Ellis,Defensive Ends,Richmond
8701,Justin Poindexter,Running Backs,Richmond
8702,Jacob Huesman,Quarterbacks,Richmond
8703,Jameson Zacharias,Cornerbacks,Richmond
8704,Rob Noel,Defensive Line,Richmond
8705,Alex Day,Football Video Coordinator,Richmond
8706,Dave Legg,Director of Football Operations & Recruiting Coordinator,Richmond
8707,Scott Brincks,Director of Strength & Conditioning/Football,Richmond
8708,Zach Zechman,Student Assistant Coach,Richmond
8799,"Bernard Clark, Jr.",Head Coach,Robert Morris
8800,Rod Holder,Associate Head Coach (OL),Robert Morris
8801,Dave Plungas,Assistant Head Coach (DC/LB),Robert Morris
8802,Josh Firm,Assistant Coach (OC),Robert Morris
8803,Bart Tanski,Assistant Coach (Special Teams Coordinator / Safeties),Robert Morris
8804,Delbert Tyler,Assistant Coach (Recruiting Coordinator / TE),Robert Morris
8805,Darius Davis,Assistant Coach (DL),Robert Morris
8806,Jerome Smith,Assistant Coach (RB),Robert Morris
8807,Jason Makrinos,Assistant Coach (Defensive Pass Game Coordinator / CB),Robert Morris
8808,John French,Assistant Coach (Offensive Pass Game Coordinator / WR),Robert Morris
8809,David Rosen,Chief Executive to the Head Coach,Robert Morris
8810,Natalie Chifulini,Football Data Analyst,Robert Morris
8811,Rob Day,Strength & Conditioning,Robert Morris
8812,Brian Hayes,Volunteer Wide Receiver Coach (Outside WR),Robert Morris
8813,Elijah Campbell,Volunteer Defensive Line Coach (Bucks),Robert Morris
8814,Elliott Pater,Volunteer Defensive Quality Control (Safeties),Robert Morris
8815,George Dutcher,Volunteer Offensive Quality Control (OL),Robert Morris
8915,Andy Thompson,Head Coach,Sacramento State
8916,Kris Richardson,Assoc. Head Coach/Offensive Line,Sacramento State
8917,Bobby Fresques,Assoc. Head Coach/Off. Coordinator/Quarterbacks,Sacramento State
8918,Jeremy LaPan,Special Teams Coordinator/Tight Ends,Sacramento State
8919,AJ Cooper,Linebackers,Sacramento State
8920,Kraig Paulson,Defensive Line,Sacramento State
8921,Allen Perryman,Safeties,Sacramento State
8922,Tyson Prince,Wide Receivers/Passing Game Coordinator,Sacramento State
8923,Donnel Pumphrey,Running Backs,Sacramento State
8924,Jason Slowey,Edge Rushers,Sacramento State
8925,Cherokee Valeria,Defensive Passing Game Coordinator/Cornerbacks/Pro Liaison,Sacramento State
8926,Chris Parry,Director of Recruiting & Player Personnel,Sacramento State
8927,Jeffrey Goldsmith,Director of Football Operations,Sacramento State
8928,Justin Lantz,Video Coordinator/Defensive Analyst,Sacramento State
8929,Eric Adams,Special Teams Assistant,Sacramento State
8930,Cody Oleski,Def. Graduate Assistant,Sacramento State
8931,Colton Behrendt,Student Manager - Defense,Sacramento State
8932,Jaden Diamond,Student Manager - Recruiting,Sacramento State
8933,Greg Fong,Student Manager - Recruiting/Offense,Sacramento State
8934,Wesley Williams,Offensive Intern,Sacramento State
8935,Kenny Macklin,Football Operations Assistant,Sacramento State
8936,Nathan Morris,Assistant A.D./Sports Performance,Sacramento State
8937,"Matt Davey, MS, ATC",Head Athletic Trainer,Sacramento State
8938,"Enrique Becerra, MA, ATC",Assistant Athletic Trainer,Sacramento State
8939,"Danielle Diaz, MS, ATC, CES","Assistant Athletic Trainer - fb, sb",Sacramento State
8940,Brian Berger,Associate A.D./Communications,Sacramento State
8941,Paul Edwards,Associate A.D./Student Success,Sacramento State
8942,Jenna Paulk,Academic Success Specialist,Sacramento State
8943,Lana Brown,Assistant Director of Strength Conditioning,Sacramento State
8944,Savino Moreno,Equipment Manager,Sacramento State
9093,Mark Nofri,Head Coach,Sacred Heart
9094,Matt Gardner,Associate Head Coach - Offense/Offensive Coordinator,Sacred Heart
9095,Ryan Gunningsmith,Assistant Coach - Run Game Coordinator/Offensive Line,Sacred Heart
9096,Pat Saporito,Assistant Coach - Special Teams/Safties/Recruiting Coordinator,Sacred Heart
9097,Mark Clements,Assistant Coach - Wide Receivers,Sacred Heart
9098,Darin Edwards,Assistant Coach - Defensive Line/Defensive Run Game Coordinator,Sacred Heart
9099,Brad Tiernan,Assistant Coach - Tight Ends,Sacred Heart
9100,Kevin Duke,Assistant Coach- Outside Linebackers,Sacred Heart
9101,Brandon Napoleon,Assistant Coach- Corners,Sacred Heart
9102,Isaiah Watson,Assistant Coach - Running Backs,Sacred Heart
9103,Chris Fee,"Associate Athletic Director, Head Strength & Conditioning Coach",Sacred Heart
9104,David Havens,Graduate Assistant - Defensive/Football Video Coordinator,Sacred Heart
9105,Matt Domejczyk,Graduate Assistant - Offense,Sacred Heart
9106,Gianni Occhipinti,Offensive Assistant,Sacred Heart
9230,Chris Villarrial,Head Coach,Saint Francis (PA)
9231,Marco Pecora,"Associate Head Coach/Offensive Coordinator (Virginia, D.C.)",Saint Francis (PA)
9232,Scott Lewis,Defensive Coordinator (PIAA Districts 1 & 3),Saint Francis (PA)
9233,Brian Wright,Wide Receivers Coach (PIAA Districts 2 & 4 & 11),Saint Francis (PA)
9234,Josh Hutchison,Running Backs/Special Teams (North Jersey),Saint Francis (PA)
9235,Thomas Rogish,Defensive Line Coach (South Jersey),Saint Francis (PA)
9236,Ryan Wilson,"Offensive Line Coach (PIAA District 10, Cleveland, Buffalo)",Saint Francis (PA)
9237,Zach Morehead,"Tight Ends Coach (Western Maryland, Ohio)",Saint Francis (PA)
9238,Ben Bruni,Linebackers Coach (PIAA Districts 7 & 8),Saint Francis (PA)
9239,Justin Karriem,Secondary Coach,Saint Francis (PA)
9240,Brian Basile,Defensive Assistant Coach,Saint Francis (PA)
9241,Dan Gueguen,Defensive Assistant Coach,Saint Francis (PA)
9242,Jonathan Harrison,Director of Football Operations,Saint Francis (PA)
9243,Connor Warren,Athletic Trainer,Saint Francis (PA)
9244,Jake Myers,Strength & Conditioning,Saint Francis (PA)
9245,John Krimmel,Academic Advisor,Saint Francis (PA)
9246,Shannon Corbett,Academic Advisor,Saint Francis (PA)
9351,Chris Hatcher,Head Football Coach,Samford
9352,Ricky Turner,Assistant Head Coach -- Offensive Coordinator/Wide Receivers,Samford
9353,Shawn Bostick,Associate Head Coach-Offensive Line,Samford
9354,Chris Boone,Defensive Coordinator--Safeties,Samford
9355,Brandon Cooper,Assistant Coach--Linebackers,Samford
9356,Andrew Gray,Assistant Coach--Cornerbacks,Samford
9357,K.D. Humphries,Assistant Coach--Running Backs,Samford
9358,Kurt Kennedy,Assistant Coach -- Tackles/Tight Ends,Samford
9359,Mike Krysl,Special Teams Coordinator,Samford
9360,Terrance Malone,Assistant Coach--Outside Linebackers,Samford
9361,Darien Moody,Assistant Coach--Defensive Line,Samford
9362,James Carlson,"Assistant AD for Facilities, Game Operations and Equipment",Samford
9363,Lewis Freeman,Director of Football Operations,Samford
9364,Zach Mathers,Director of Football Strength and Conditioning,Samford
9365,Rocky Sabbatini,Football Video Coordinator,Samford
9366,Whitley Williams,Head Football Athletic Trainer,Samford
9367,Tara Goolsby,Director of Football Management,Samford
9368,Andrew Hornok,Student Lead Analyst,Samford
9369,Noah Haworth,Student Team Analyst,Samford
9370,Charlie Newton,Student Team Analyst,Samford
9371,Doug Davis,Student Project Analyst,Samford
9372,Christian Haworth,Student Project Analyst,Samford
9467,Dale Lindsey,Head Coach,San Diego
9468,Bobby Jay,Defensive Coordinator / Cornerbacks,San Diego
9469,Cory White,Offensive Coordinator/Running Backs Coach,San Diego
9470,Ben Barton,Special Teams Coordinator / Defensive Backs,San Diego
9471,Matt Christian,Quarterbacks Coach,San Diego
9472,Anthony Lawrence,Wide Receivers Coach,San Diego
9473,Matt Aponte,Tight Ends Coach,San Diego
9474,Austen Jacobs,Offensive Line Coach,San Diego
9475,Garrett Robinson,Defensive Line Coach,San Diego
9476,Steve Irvin,Linebackers Coach,San Diego
9477,Aaron Laut,Defensive Tackles Coach,San Diego
9478,Cody Tescher,Director of Football Operations,San Diego
9479,Mike Rish,Admin. Assistant,San Diego
9480,Eli Bisnett-Cobb,Director of Sports Medicine / Head Athletic Trainer,San Diego
9481,Mark Lamoreaux,Director of Athletic Performance,San Diego
9572,"Oliver ""Buddy"" Pough",Head Football Coach,South Carolina State
9573,David Blanchard,Assistant Head Coach/Defensive Line/Defensive Ends,South Carolina State
9574,Corey Barlow,Assistant Football Coach (Defensive Backs),South Carolina State
9575,Gerald Harrison,Defensive Tackles Coach/Director of Operations/Pro Liaison,South Carolina State
9576,Chris Parrott,Assistant Football Coach (Defensive Assistant),South Carolina State
9577,Zach Edmunds,Assistant Football Coach (Running Backs),South Carolina State
9578,Bennett Swygert,Offensive Coordinator/QB's,South Carolina State
9579,Steve Bird,Assistant Football Coach (WR's/Special Teams),South Carolina State
9580,Na'Shan Goddard,Offensive Line,South Carolina State
9581,Jonathan Saxon,Defensive Coordinator/Linebackers Coach,South Carolina State
9582,Stephen Oglesby,Offensive Quality Control,South Carolina State
9583,Brandon Johnson,Offensive Assistant (GA),South Carolina State
9584,"Sidney Fulton, IV",Executive Director of Business Affairs/Equipment Operations (Sports Administrator:Tennis),South Carolina State
9585,David Hart,Assistant Director of Athletics for Sports Medicine(Sports Administrator: Track & Field/ Cross Country),South Carolina State
9586,Kendrick D. Lewis,Director of Athletic Media Relations & Marketing (Sports Administrator: Softball),South Carolina State
9669,Bob Nielson,Head Coach,South Dakota
9670,Travis Johansen,Associate HC/Defensive Coord.,South Dakota
9671,Josh Davis,Offensive Coordinator,South Dakota
9672,Dante Warren,Running Backs,South Dakota
9673,Miles Taylor,Def. Pass Game Coord./DBs,South Dakota
9674,Elijah Hodge,Inside Linebackers,South Dakota
9675,Adam Cox,Outside LBs,South Dakota
9676,Jeff Nady,Offensive Line,South Dakota
9677,Craig Bagnell,Wide Receivers,South Dakota
9678,Rob Snyder,Defensive Line,South Dakota
9679,Tim Morrison,Tight Ends,South Dakota
9680,Hayden Meister,Director of Operations,South Dakota
9681,Josh Rosenthal,Director of Player Personnel/NFL Liaison,South Dakota
9682,Clete McLeod,Head Strength and Conditioning Coach,South Dakota
9776,Jimmy Rogers,Head Coach,South Dakota State
9777,Zach Lujan,Offensive Coordinator/Quarterbacks Coach,South Dakota State
9778,Jesse Bobbit,Defensive Coordinator/Linebackers Coach,South Dakota State
9779,Ryan Olson,Run Game Coordinator/Offensive Line Coach,South Dakota State
9780,Pat Cashmore,Special Teams Coordinator,South Dakota State
9781,Chris Meyers,Tight Ends Coach/Recruiting Coordinator,South Dakota State
9782,Mike Banks,Cornerbacks Coach,South Dakota State
9783,Jalon Bibbs,Defensive Line Coach,South Dakota State
9784,Jake Menage,Wide Receivers Coach,South Dakota State
9785,Pete Menage,Safeties Coach,South Dakota State
9786,Robbie Rouse,Running Backs Coach,South Dakota State
9787,Matt Jacobs,Director of Strength & Conditioning for Football,South Dakota State
9788,Kyle Saddler,Offensive Quality Control,South Dakota State
9789,Kellen Soulek,Defensive Quality Control,South Dakota State
9790,Chuck Case,Graduate Assistant – Offense,South Dakota State
9791,Evan Traxler,Graduate Assistant – Defense,South Dakota State
9792,Sean Hupke,Video Coordinator,South Dakota State
9793,Jonathan Shaeffer,Director of Football Operations/Director of On-Campus Recruiting,South Dakota State
9794,Ethan Beisner,Assistant Director of Football Operations,South Dakota State
9795,Aaron Crowell,Head Equipment Manager,South Dakota State
9796,Charlie Miller,Associate Athletic Trainer (FB),South Dakota State
9797,Hallie Hawe,Assistant Athletic Trainer (FB),South Dakota State
9798,Michael Houseman,Creative Content Specialist,South Dakota State
9888,Frank Scelfo,Head Football Coach,Southeastern Louisiana
9889,Greg Stevens,Offensive Coordinator/Quarterbacks,Southeastern Louisiana
9890,A.J. Hopp,Offensive Line/Run Game Coordinator,Southeastern Louisiana
9891,Anthony Scelfo,Wide Receivers/Recruiting Coordinator/Pass Game Coordinator,Southeastern Louisiana
9892,Albert Poree,Running Backs,Southeastern Louisiana
9893,Ross Jenkins,Tight Ends/Special Teams Coordinator,Southeastern Louisiana
9894,Bill D'Ottavio,Defensive Coordinator/Safeties,Southeastern Louisiana
9895,Del Lee-Collins,Cornerbacks,Southeastern Louisiana
9896,Antonio Baker,Nickelbacks,Southeastern Louisiana
9897,Dustin Landry,Linebackers,Southeastern Louisiana
9898,Tom Rinaldi,Defensive Line,Southeastern Louisiana
9899,Luke Wagner,Offensive Analyst/OL,Southeastern Louisiana
9900,David Mertens,Offensive Analyst/OL,Southeastern Louisiana
9901,Morgann McGee,Academic Counselor for Athletics (FB),Southeastern Louisiana
9902,Kyle Vagher,Director of Sport Performance,Southeastern Louisiana
9903,Travis Nichols,"Assistant Director of Sport Performance (FB, SOC, SB)",Southeastern Louisiana
9904,Maxwell Brower,"Graduate Assistant Strength Coach (FB, TEN, GOLF, T&F)",Southeastern Louisiana
9905,Cade Genovese,Head Equipment Manager,Southeastern Louisiana
10014,Tom Matukewicz,Head Coach,Southeast Missouri State
10015,Jeromy McDowell,Offensive Coordinator/Quarterbacks,Southeast Missouri State
10016,Ricky Coon,Defensive Coordinator,Southeast Missouri State
10017,Ray Smith,Defensive Pass Game Coordinator,Southeast Missouri State
10018,Justin Drudik,Offensive Pass Game Coordinator/Wide Receivers,Southeast Missouri State
10019,Lucas Orchard,Offensive Line,Southeast Missouri State
10020,Connor Benado,Inside Linebackers/Specialists,Southeast Missouri State
10021,Cole Cook,Tight Ends,Southeast Missouri State
10022,Luke Berblinger,Running Backs,Southeast Missouri State
10023,Darius Hicks,Assistant Defensive Backs/Cornerbacks,Southeast Missouri State
10024,Quin Jones,Outside Linebackers,Southeast Missouri State
10025,Kevon Beckwith,Defensive Line,Southeast Missouri State
10026,Brett Blackman,Director of Operations,Southeast Missouri State
10027,Ryan Napoli,Director of Sports Performance,Southeast Missouri State
10028,Cade Brister,Defensive Quality Control/Video Coordinator,Southeast Missouri State
10029,Skyler Cavanaugh,Graduate Assistant Offense,Southeast Missouri State
10119,Nick Hill,Head Coach,Southern Illinois
10120,Antonio James,Assistant Head Coach/DL,Southern Illinois
10121,Blake Rolan,Offensive Coordinator/QBs,Southern Illinois
10122,D.J. Vokolek,Defensive Coordinator,Southern Illinois
10123,Dan Clark,Offensive Line,Southern Illinois
10124,Zach Grant,Wide Receivers/Recruiting Coordinator,Southern Illinois
10125,Nate Griffin,Tight Ends,Southern Illinois
10126,Terry Hawthorne,Cornerbacks,Southern Illinois
10127,Gary McGraw,Defensive Assistant/Special Teams Coordinator,Southern Illinois
10128,Mac McLeran,Linebackers,Southern Illinois
10129,Larry Warner,Running Backs,Southern Illinois
10130,Ryan McVicker,Offensive Quality Control,Southern Illinois
10131,Derrick McMahen,Defensive Quality Control,Southern Illinois
10132,Elizabeth Toth,Director of Football Operations,Southern Illinois
10133,Meade Smith,Head Strength Coach,Southern Illinois
10134,Chris Gillespie,Video Coordinator,Southern Illinois
10135,Mike Lyznicki,Athletic Trainer,Southern Illinois
10136,Matt Orbany,Director of Equipment,Southern Illinois
10224,DeLane Fitzgerald,Head Coach,Southern Utah
10225,John Kelling,Defensive Coordinator/Safeties Coach,Southern Utah
10226,Tye Hiatt,Offensive Coordinator/ Quarterbacks Coach,Southern Utah
10227,Darrius G. Smith,Running Backs Coach/Recruiting Coordinator,Southern Utah
10228,Shay McClure,Linebackers Coach and Special Teams Coordinator,Southern Utah
10229,Shawn Magginson,Defensive Ends Coach,Southern Utah
10230,Ryan Hunt,Interior Defensive Line Coach/Director of Football Operations,Southern Utah
10231,Will Brunson,Tight Ends Coach,Southern Utah
10232,Brady Measom,Wide Receivers Coach,Southern Utah
10233,Chima Chindah,Cornerbacks Coach,Southern Utah
10234,Andrew Bates,Football Strength & Conditioning Coach,Southern Utah
10235,Matt White,Offensive Line Coach,Southern Utah
10236,Maggie Lewis,Football Administrative Assistant,Southern Utah
10237,Braiden Hall,Head Football Equipment Manager,Southern Utah
10238,TJ Peer,Offensive Analyst,Southern Utah
10239,Jordan Brown,Film Coordinator,Southern Utah
10240,Zach Strand,Graduate Assistant Strength and Conditioning,Southern Utah
10241,Morgan Alfaro,Director of On-Campus Recruiting,Southern Utah
10242,Megan Kelling,Football Administrative Assistant,Southern Utah
10243,Nate Lealao,Graduate Assistant Defensive Analyst,Southern Utah
10337,Glenn Caruso,Head Coach,St. Thomas
10338,Wallie Kuchinski,Defensive Coordinator/Outside Linebackers,St. Thomas
10339,Jake Landry,Offensive Coordinator/Quarterbacks,St. Thomas
10340,Doug Lichtenberger,Special Teams Coordinator/Safeties,St. Thomas
10341,Jarod Dodson,Academic Coordinator/Wide Receivers,St. Thomas
10342,Jeff Duvendeck,Offensive Line/Career Development Coordinator,St. Thomas
10343,Mark Kubacki,Defensive Line/Summer Camp Coordinator,St. Thomas
10344,Brett Holinka,Cornerbacks,St. Thomas
10345,Brandon Labath,Tight Ends,St. Thomas
10346,Joe Ties,Inside Linebackers,St. Thomas
10347,Ben Hanson,Specialists,St. Thomas
10348,Michael Armstrong,Director of Football and Recruiting Operations,St. Thomas
10349,Noah Wing,Director of Video & On Campus Recruiting,St. Thomas
10350,Jon Haugen,Director of Strength and Conditioning,St. Thomas
10351,Del Ciucci,Assistant Director of Strength and Conditioning,St. Thomas
10352,Anna Caruso,In-Game Strategy & Data Research Student Assistant,St. Thomas
10353,Bella Ozuna,On-Campus Recruiting Student Assistant,St. Thomas
10354,Lauren Bjurman,On-Campus Recruiting Student Assistant,St. Thomas
10355,Elena Hughes,Administrative Student Assistant,St. Thomas
10356,Jim Rakow,Head Athletic Trainer (Football),St. Thomas
10357,Kevin Zack,Equipment Management,St. Thomas
10358,Michelle Smith Ware,Director of Academic Support Services for Athletics (Football Academic Advisor),St. Thomas
10463,Brian Young,Head Coach,Stetson
10464,David Clowney IV,Receivers Coach,Stetson
10465,Jeffrey Eberhardt,Cornerbacks Coach,Stetson
10466,Ryan Favre,Tight Ends Coach,Stetson
10467,Jonathan Johnson,Defensive Coordinator/Linebackers Coach,Stetson
10468,Jeremy Perkovich,Defensive Line Coach,Stetson
10469,Jake Reed,Offensive Line Coach,Stetson
10470,Harry Richards,Running Backs Coach,Stetson
10471,Brian Sheppard,Offensive Coordinator/QB Coach,Stetson
10472,Michael C. Smith,Assistant Linebackers Coach,Stetson
10473,Brandon Wright,Dawg Safeties Coach,Stetson
10474,Jesse Marsh,Administrative Assistant,Stetson
10475,Tom Melton,Head Strength & Conditioning Coach,Stetson
10476,Carrie Rahn,Associate Athletic Trainer,Stetson
10477,Maci Fox,Assistant Athletic Trainer,Stetson
10478,Abigail Bertram,Assistant Athletic Trainer,Stetson
10479,Hunter Todd,Offensive Quality Control Analyst,Stetson
10480,Zane Smith,Defensive Quality Control Analyst,Stetson
10481,Shelby Coker,Head Equipment Manager,Stetson
10482,Sam Romanski,Assistant Strength & Conditioning Coach,Stetson
10561,Chuck Priore,Head Coach,Stony Brook
10562,Andrew Dresner,Offensive Coordinator/Quarterbacks Coach,Stony Brook
10563,Caleb Haynes,Wide Receivers Coach/Pass Game Coordinator,Stony Brook
10564,Chris Bache,Offensive Line Coach,Stony Brook
10565,Steve Martino,Tight Ends Coach,Stony Brook
10566,Omar King,Running Backs Coach,Stony Brook
10567,Cal Daniels,Offensive Assistant/Assistant Offensive Line Coach,Stony Brook
10568,Bryan Collins,Defensive Coordinator,Stony Brook
10569,Matt Hachmann,Special Teams Coordinator/Assistant Head Coach/Linebackers,Stony Brook
10570,Trevor Warner,Safeties Coach,Stony Brook
10571,Diamond Weaver,Cornerbacks Coach,Stony Brook
10572,Sean Hammonds,Defensive Line Coach,Stony Brook
10573,Stone Mannello,Defensive Assistant/Assistant Defensive Line Coach,Stony Brook
10574,Billy Barber,Special Teams Assistant,Stony Brook
10575,Patrick Hatch,Assistant AD/Coordinator of Player Personnel/Recruiting Coordinator,Stony Brook
10576,Josh Heinrich,Director of Football Operations/Assistant Director for Player Personnel,Stony Brook
10577,Delroy Nichols,Assistant Director of Player Personnel,Stony Brook
10578,Vincent Cagliostro,Director of Athletic Performance for Football,Stony Brook
10579,Sean Kennedy,Assistant Athletic Performance Coach,Stony Brook
10580,Timothy Koehler,Assistant Athletic Trainer (FB),Stony Brook
10581,Enzo Zucconi,Director of Equipment Operations,Stony Brook
10582,Aaron Schlau,Assistant Director of Equipment Operations,Stony Brook
10583,Briana D'Amico,Academic Advisor (FB),Stony Brook
10584,Rien Hachmann,Academic Advisor (FB),Stony Brook
10585,Sotiria Everett,Sports Performance Nutritionist,Stony Brook
10773,Eddie George,Head Coach,Tennessee State
10774,Brandon Fisher,Defensive Coordinator,Tennessee State
10775,Theron Aych,Offensive Coordinator,Tennessee State
10776,Joe Bowden,Assistant Head Coach / Linebackers Coach,Tennessee State
10777,Keith Burns,Special Teams Coordinator/Defensive Specialist,Tennessee State
10778,Richard McNutt,Defensive Backs Coach,Tennessee State
10779,Pepe Pearson,Running Backs Coach,Tennessee State
10780,Clyde Simmons,Defensive Line Coach,Tennessee State
10781,Scott Baumgartner,Wide Receivers Coach,Tennessee State
10782,Michael Brewster,Tight Ends Coach,Tennessee State
10783,Anthony Lewis,Offensive Line Coach,Tennessee State
10784,Dusty Bennett,Deputy Athletic Director & Chief of Staff for Football,Tennessee State
10785,Sash-sha Collier,Head Football Athletic Trainer,Tennessee State
10786,Nick Guerriero,Assistant AD for Communications & Creative Content,Tennessee State
10787,Scott Holsopple,Director of Sports Performance,Tennessee State
10788,Katrina Chambers,Director of Football External Relations,Tennessee State
10789,Julia Koogler,Academic Services Graduate Assistant,Tennessee State
10790,Harold Gooding,Director of Security,Tennessee State
10791,John Lang,Football Operations/Recruiting Graduate Assistant,Tennessee State
10792,Aaron Quinn,Creative Content Graduate Assistant,Tennessee State
10793,Riley Swanson,Director of Recruiting,Tennessee State
10883,Clint Dolezel,Head Coach,Texas A&M Commerce
10884,Kyle Williams,Assistant Head Coach / Defensive Coordinator / Cornerbacks,Texas A&M Commerce
10885,Dave Ewart,Offensive Line,Texas A&M Commerce
10886,Dr. Jack Welch,Special Teams Coordinator / Chief of Staff,Texas A&M Commerce
10887,Michael Smith,Defensive Line / Recruiting Coordinator,Texas A&M Commerce
10888,Jack Tyler,Linebackers,Texas A&M Commerce
10889,"Jarrett Boykin, Jr.",Wide Receivers,Texas A&M Commerce
10890,Nick Louvier,Running Backs,Texas A&M Commerce
10891,Jay Williams,Safeties,Texas A&M Commerce
10892,John McWilliams,Director of Football Strength and Conditioning,Texas A&M Commerce
10893,Alex Honeywood,Defensive Analyst,Texas A&M Commerce
10894,Nathan Jester,Graduate Assistant,Texas A&M Commerce
10895,Jarrell Ganaway,Defensive Graduate Assistant,Texas A&M Commerce
10989,Clarence McKinney,Head Coach,Texas Southern
10990,David Marsh,Offensive Coordinator/Quarterbacks,Texas Southern
10991,Jeffery Ceasar,Defensive Coordinator/Defensive Line,Texas Southern
10992,Jerwin Wilson,Wide Receivers/Recruiting,Texas Southern
10993,Justin Sanders,Defensive Backs,Texas Southern
10994,Derrick Mathews,Linebackers,Texas Southern
10995,Nicholas Pearce,Defensive Assistant,Texas Southern
10996,Manny Ramirez,Offensive Line,Texas Southern
