,Unnamed: 0,Statistic,No.,Image,Name,Pos.,Ht.,Wt.,Cl.,Current School Name,Hometown,High School,Previous School,Title,Yr.,Hgt.,Wgt.,#,Full Name,Hometown/Previous School,Hometown (Prev School),Year,Pos,Academic Year,Hometown / High School,C,Hometown/High School,Unnamed: 7,Exp.,College,Class,Major,School,Hometown(Prev School),Hometown / Last School,Transfer,Player,CL.,NAME,POS,HT,WT,Name.1,Prev School,Yr.-Exp.,Custom Field 1,Custom Field 2,Custom Field 3,Hometown / High School / Prep (Previous College),Twitter,Instagram,FULL NAME,POS.,HT.,WT.,HOMETOWN,HIGH SCHOOL,PREVIOUS SCHOOL,MAJOR,High School / Prev. School,Letters,Photo,HIgh School,Hometown / High School (Last School),Previous College,Facebook,Previous University,High School (Prev. School),2022-23 Football Coaches,2022-23 Football Coaches.1,Eligibility,Position,Height,Weight,Number,Opendorse
97,12,,,,Jon Simmons,,,,,Albany,,,,Director of Football Operations / Video Coordinator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,13,,,,Jake Kulig,,,,,Albany,,,,Defensive Assistant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,14,,,,Matt Campion,,,,,Albany,,,,Volunteer Offensive Coach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,0,,,,Vic Cegles,,,,,Albany,,,,"Deputy Athletic Director, Football Sport Adminstrator",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,1,,,,Matthew Barber,,,,,Albany,,,,Head Football Strength & Conditioning Coach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,2,,,,Richard Irving,,,,,Albany,,,,"Assistant Strength and Conditioning Coach (Men's Basketball, Track & Field, Football)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,3,,,,Jay Geiger,,,,,Albany,,,,"Head Athletic Trainer (Football, Baseball)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,4,,,,Taylor O'Connor,,,,,Albany,,,,"Assistant Director of Digital Content and Communications (FB, MBB, BASE)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,5,,,,Josh Morrow,,,,,Albany,,,,Assistant Athletic Director - Head Equipment Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,,,,Jarveon Howard,RB,5-10,200.0,,Alcorn State,"Columbia, Miss.",East Marion HS,,,,,,0.0,,,,R-Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,,,,Tevarrius Adams,WR,6-1,190.0,,Alcorn State,"Meridian, Miss.",Meridian HS,,,,,,1.0,,,,R-So.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,,,,Terreance Ellis,LB,6-2,211.0,,Alcorn State,"Pearland, Texas",Shadow Creek HS,,,,,,2.0,,,,So.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,,,,Malik Rodgers,WR,5-10,170.0,,Alcorn State,"Pearland, Texas",Shadow Creek HS,,,,,,2.0,,,,R-Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,,,,CJ Bolar,WR,6-1,190.0,,Alcorn State,"Purvis, Miss.",Purvis HS,,,,,,3.0,,,,Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,,,,Derrick Travis,DB,6-1,175.0,,Alcorn State,"Poplarville, Miss.",Poplarville HS,,,,,,3.0,,,,Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,,,,Aaron Allen,QB,6-1,200.0,,Alcorn State,"Missouri City, Texas",Ridge Point HS,,,,,,4.0,,,,Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,,,,Emanuel Dabney,DB,6-0,180.0,,Alcorn State,"Jackson, Miss.",Callaway HS,,,,,,4.0,,,,Gr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,,,,Niko Duffey,RB,5-11,175.0,,Alcorn State,"Tampa, Fla.",Jefferson HS,,,,,,5.0,,,,Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,,,,Keyron Kinsler Jr.,DB,5-11,185.0,,Alcorn State,"Micanopy, Fla.",North Marion HS,,,,,,5.0,,,,R-Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,,,,Akeem McNair,WR,5-9,200.0,,Alcorn State,"Collins, Miss.",Collins HS,,,,,,6.0,,,,Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11,,,,Tim McNair Jr.,WR,6-2,185.0,,Alcorn State,"Collins, Miss.",Prentiss HS,,,,,,7.0,,,,R-Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12,,,,Napoleon Collier,DB,5-9,175.0,,Alcorn State,"Ridgeland, Miss.",Ridgeland HS,,,,,,8.0,,,,R-Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,13,,,,LaDarius Fair,WR,6-2,185.0,,Alcorn State,"Desoto, Texas",Lancaster HS,,,,,,8.0,,,,So.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,14,,,,Manny Jones,WR,5-7,170.0,,Alcorn State,"Amory, Miss.",Amory HS,,,,,,10.0,,,,R-Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15,,,,Wallace Melton,DB,6-1,190.0,,Alcorn State,"Phenix City, Ala.",Central HS,,,,,,10.0,,,,Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,16,,,,Jaquez Dew,LB,6-2,210.0,,Alcorn State,"Ellenwood, Ga.",Whitfield Academy,,,,,,11.0,,,,R-Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17,,,,Mason Caldwell,P/K,5-9,159.0,,Alcorn State,"Lake Charles, La.",Barbe HS,,,,,,12.0,,,,R-Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,18,,,,Kole Williams,QB,6-2,200.0,,Alcorn State,"Montgomery, Ala.",Carver HS,,,,,,12.0,,,,So.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19,,,,Macarius Blount,DB,6-0,190.0,,Alcorn State,"Phoenix, Ariz.",Mountain Pointe HS,,,,,,13.0,,,,Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20,,,,Tre Lawrence,QB,6-3,185.0,,Alcorn State,"Jacksonville, Fla.",Mandarin HS,,,,,,13.0,,,,So.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21,,,,Monterio Hunt,WR,6-1,188.0,,Alcorn State,"Walnut, Miss.",Walnut HS,,,,,,14.0,,,,Gr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,22,,,,Calvontay Key,DB,6-2,165.0,,Alcorn State,"Gainesville, Fla.",Eastside HS,,,,,,14.0,,,,Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,23,,,,Skyler Jordan,WR,6-3,205.0,,Alcorn State,"Lilburn, Ga.",Providence Christian Academy,,,,,,15.0,,,,So.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,24,,,,"Juan Anthony, Jr.",WR,6-0,185.0,,Alcorn State,"Woodville, Miss.",Wilkinson County HS,,,,,,16.0,,,,R-Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,25,,,,Cameron Stoudamire,DB,6-1,180.0,,Alcorn State,"Lawrenceville, Ga.",Roosevelt HS,,,,,,16.0,,,,Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,26,,,,Noah Kiani,K,5-11,145.0,,Alcorn State,"New Brighton, Minn.",Irondale HS,,,,,,17.0,,,,So.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,27,,,,Markevion Quinn,QB,6-3,195.0,,Alcorn State,"Ruleville, Miss.",Ruleville Central HS,,,,,,17.0,,,,Gr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,28,,,,Paul Hargrave,QB,6-2,205.0,,Alcorn State,"Natchez, Miss.",Natchez HS,,,,,,18.0,,,,Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,29,,,,Tavarian McCullum,DB,6-3,210.0,,Alcorn State,"Collins, Miss.",Collins HS,,,,,,18.0,,,,Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,30,,,,Tyson Keys,TE,6-3,249.0,,Alcorn State,"Hattiesburg, Miss.",Oak Grove HS,,,,,,19.0,,,,Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,31,,,,Malcolm Magee,DB,6-0,190.0,,Alcorn State,"Collins, Miss.",Ocean Springs HS,,,,,,19.0,,,,Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,32,,,,Chad Peters,DB,6-0,185.0,,Alcorn State,"Ellisville, Miss.",South Jones HS,,,,,,20.0,,,,Gr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,33,,,,Lorenzo Garcia,K,5-10,165.0,,Alcorn State,"Austin, Texas",Austin HS,,,,,,21.0,,,,Fr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,34,,,,Andrew Smith,DB,5-11,185.0,,Alcorn State,"Mansfield, Texas",Mansfield Legacy HS,,,,,,21.0,,,,Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,35,,,,Gino Johnson,DB,5-10,185.0,,Alcorn State,"Gulfport, Miss.",Harrison Central HS,,,,,,23.0,,,,So.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,36,,,,Brandon Rogers,RB,5-8,175.0,,Alcorn State,"Arlington, Texas",Arlington HS,,,,,,23.0,,,,R-Fr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,37,,,,Edward Dunigan,RB,5-7,181.0,,Alcorn State,"Canton, Miss.",Germantown HS,,,,,,24.0,,,,Fr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,38,,,,D'Marious Hicks,DB,5-9,165.0,,Alcorn State,"Port Gibson, Miss.",Port Gibson HS,,,,,,24.0,,,,Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,39,,,,Javonta Leatherwood,RB,5-11,190.0,,Alcorn State,"Tuscaloosa, Ala.",Central HS,,,,,,25.0,,,,So.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,40,,,,Edwin Summerour,DB,5-11,180.0,,Alcorn State,"Athens, Ga.",Clarke Central HS,,,,,,25.0,,,,R-Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,41,,,,Joshua Compton,WR,6-3,175.0,,Alcorn State,"Pearland, TX",Dawson HS,,,,,,26.0,,,,So.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,42,,,,Ernest Woods III,DB,5-11,210.0,,Alcorn State,"Natchez, Miss.",Natchez HS,,,,,,26.0,,,,So.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,43,,,,Geoffrey McKelton,DB,6-1,182.0,,Alcorn State,"Pahokee, Fla.",Pahokee HS,,,,,,27.0,,,,So.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,44,,,,Jacorian Sewell,RB,5-10,185.0,,Alcorn State,"Natchez, Miss.",Adams County Christian School,,,,,,28.0,,,,R-So.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,45,,,,Kobe Towns,DB,6-0,180.0,,Alcorn State,"Fort Valley, Ga.",Peach County HS,,,,,,28.0,,,,So.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,46,,,,Robert McDaniel,DB,6-2,205.0,,Alcorn State,"Jackson, Miss.",Terry HS,,,,,,29.0,,,,Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,47,,,,Malik Shelley,WR,5-11,205.0,,Alcorn State,"Vicksburg, Miss.",Vicksburg HS,,,,,,29.0,,,,R-Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,48,,,,Equandric Ross,LB,6-1,220.0,,Alcorn State,"Prentiss, Miss.",Jefferson Davis County HS,,,,,,31.0,,,,Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,49,,,,Claudin Cherelus,LB,6-2,230.0,,Alcorn State,"Golden Gate, Fla.",Golden Gate HS,,,,,,32.0,,,,Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,50,,,,Mikail Webb,LB,6-0,230.0,,Alcorn State,"Cleveland, Miss.",Columbia HS,,,,,,33.0,,,,Gr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,51,,,,Kamaurja Kenney,DL,6-2,250.0,,Alcorn State,"Dallas, Texas",Duncanville HS,,,,,,34.0,,,,Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,52,,,,Charles Gonzales,DL,6-3,250.0,,Alcorn State,"Midland, Texas",Midland Legacy HS,,,,,,36.0,,,,Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,53,,,,Rasul Muhammad,DB,6-1,170.0,,Alcorn State,"Memphis, Tenn.",Memphis Central HS,,,,,,38.0,,,,So.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,54,,,,Sheldon Russ,LB,6-0,210.0,,Alcorn State,"Theodore, Ala.",Theodore HS,,,,,,40.0,,,,So.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,55,,,,Jaylon Pitts,DB,6-0,195.0,,Alcorn State,"Baton Rouge, La.",Scotlandville HS,,,,,,41.0,,,,R-Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,56,,,,Gabe Marable,DL,6-3,240.0,,Alcorn State,"Geismar, La.",Dutchtown HS,,,,,,42.0,,,,Fr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,57,,,,Malachi Bailey,DL,6-2,260.0,,Alcorn State,"Atlanta, Ga.",Miller Grove HS,,,,,,44.0,,,,Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,58,,,,Jeremias Williams,LB,6-1,215.0,,Alcorn State,"Montgomery, Ala.",Park Crossing HS,,,,,,45.0,,,,So.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,59,,,,Trevor James,LB,6-0,205.0,,Alcorn State,"Jacksonville, Fla.",Lee HS,,,,,,46.0,,,,R-Fr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,60,,,,Malik Gaither,LB,6-2,205.0,,Alcorn State,"Stockbridge, Ga.",Woodland HS,,,,,,49.0,,,,So.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,61,,,,Santonial Rice,LB,6-3,220.0,,Alcorn State,"Lake Providence, La.",General Trass HS,,,,,,51.0,,,,R-So.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,62,,,,Jayden Barfield,LB,6-2,225.0,,Alcorn State,"New Orleans, La.",John Curtis Christian School,,,,,,52.0,,,,R-Fr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,63,,,,Tait Deer,DL,6-2,270.0,,Alcorn State,"McComb, Miss.",McComb HS,,,,,,53.0,,,,So.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,64,,,,Juandaris Reed,OL,6-3,310.0,,Alcorn State,"Opp, Ala.",Opp HS,,,,,,55.0,,,,R-So.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,65,,,,Steve Carter,OL,6-3,300.0,,Alcorn State,"Cedar Hill, Texas",Cedar Hill HS,,,,,,56.0,,,,Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,66,,,,Kodi Travis,OL,6-6,350.0,,Alcorn State,"Canton, Miss.",Canton HS,,,,,,57.0,,,,R-Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,67,,,,Tyler Smith,DL,6-3,255.0,,Alcorn State,"Cleveland, Miss.",Cleveland Central HS,,,,,,58.0,,,,Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,68,,,,Devin Dawson,DL,6-3,285.0,,Alcorn State,"Little Elm, Texas",Lone Star HS,,,,,,59.0,,,,So.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,69,,,,Jerome Boulden II,DL,5-6,270.0,,Alcorn State,"Houston, Texas",George Bush HS,,,,,,60.0,,,,R-Fr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,70,,,,Michael Moment,OL,6-3,315.0,,Alcorn State,"Tampa, Fla.",Tampa Bay Tech HS,,,,,,62.0,,,,So.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,71,,,,Zach Humes,OL,6-2,325.0,,Alcorn State,"Arlington, Texas",Mansfield Timberview HS,,,,,,64.0,,,,So.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,72,,,,Ronald Brown,OL,6-2,315.0,,Alcorn State,"Gainesville, Fla.",Gainesville HS,,,,,,66.0,,,,Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,73,,,,Deonta Reed,OL,6-2,330.0,,Alcorn State,"Picayune, Miss.",Picayune HS,,,,,,67.0,,,,So.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,74,,,,Braxton Spells,OL,6-3,320.0,,Alcorn State,"Terry, Miss.",Terry HS,,,,,,68.0,,,,R-Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,75,,,,Rashawn Gallaspy,OL,6-4,295.0,,Alcorn State,"Slidell, La.",Salmen HS,,,,,,69.0,,,,Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,76,,,,Zyrus Craft,OL,6-6,365.0,,Alcorn State,"Mount Olive, Miss.",Mount Olive HS,,,,,,70.0,,,,Fr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,77,,,,Steffon Savage,DL,6-0,220.0,,Alcorn State,"Port Gibson, Miss.",Port Gibson HS,,,,,,70.0,,,,Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,78,,,,Roy Lee III,DL,6-0,230.0,,Alcorn State,"McComb, Miss.",McComb HS,,,,,,71.0,,,,R-Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,79,,,,Will Ready,OL,6-3,325.0,,Alcorn State,"Mansfield, Texas",Lake Ridge HS,,,,,,72.0,,,,R-Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,80,,,,Connor Foy,OL,6-2,290.0,,Alcorn State,"Pearl, Miss.",Pearl HS,,,,,,73.0,,,,Fr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,81,,,,Octavian Hollins,OL,6-5,365.0,,Alcorn State,"Yazoo City, Miss.",Yazoo County HS,,,,,,74.0,,,,Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,82,,,,Jamaul Lofton,OL,6-5,314.0,,Alcorn State,"Batesville, Miss.",South Panola HS,,,,,,75.0,,,,Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,83,,,,London McGowen,OL,6-5,270.0,,Alcorn State,"Horn Lake, Miss.",Horn Lake HS,,,,,,76.0,,,,So.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,84,,,,Alex Middleton,DL,6-1,311.0,,Alcorn State,"Moss Point, Miss.",Moss Point HS,,,,,,77.0,,,,So.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,85,,,,Eric Sherrod,OL,6-4,300.0,,Alcorn State,"Columbus, Miss.",Columbus HS,,,,,,78.0,,,,R-Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,86,,,,T.J. Yarbrough,OL,6-3,275.0,,Alcorn State,"Louisville, Miss.",Louisville HS,,,,,,79.0,,,,Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,87,,,,Daelyn Haney,WR,6-2,213.0,,Alcorn State,"Kentwood, La.",Sumner HS,,,,,,80.0,,,,Fr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,88,,,,Alvin Edney,WR,5-10,180.0,,Alcorn State,"Flowood, Miss.",Northwest Rankin HS,,,,,,81.0,,,,R-Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,89,,,,Tyler Hill,WR,5-7,145.0,,Alcorn State,"Nettleton, Miss.",Nettleton HS,,,,,,82.0,,,,Fr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,90,,,,Kendrick Brown,WR,6-2,195.0,,Alcorn State,"Meridian, Miss.",Meridian HS,,,,,,83.0,,,,R-Fr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,91,,,,Jerimiah Green,TE,6-4,240.0,,Alcorn State,"Houston, Texas",George Bush HS,,,,,,84.0,,,,Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,92,,,,Tavarious Griffin,TE,6-3,215.0,,Alcorn State,"Tallassee, Ala.",Tallassee HS,,,,,,85.0,,,,Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,93,,,,Kortlon Hubbard,WR,6-0,190.0,,Alcorn State,"Jackson, Miss.",Forest Hill HS,,,,,,86.0,,,,Gr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,94,,,,Dylan Fischer,TE,6-2,220.0,,Alcorn State,"Burnsville, Minn.",Burnsville HS,,,,,,88.0,,,,Fr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,95,,,,Josh Perkins,WR,6-2,202.0,,Alcorn State,"Byram, Miss.",Terry HS,,,,,,89.0,,,,Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,96,,,,Jason Longcor,LS,6-3,240.0,,Alcorn State,"Harrisonburg, Va.",Turner Ashby HS,,,,,,91.0,,,,So.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,97,,,,Kee Wayne Jones,DL,6-1,300.0,,Alcorn State,"Natchez, Miss.",Natchez HS,,,,,,92.0,,,,R-Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,,,,Cornelius Mann Jr.,DL,6-2,200.0,,Alcorn State,"West Palm Beach, Fla.",Palm Beach Lakes HS,,,,,,94.0,,,,Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,99,,,,Trevor Vines,DL,6-3,290.0,,Alcorn State,"Lafayette, Ala.",Lafayette HS,,,,,,95.0,,,,R-Fr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
