,Name,Title,Current School Name
8300,Gary Wilkins,Assistant Strength & Conditioning Coach,NC State
8301,Merci Falaise,Sr. Director of Recruiting,NC State
8302,Geoffrey Leins,Director of Player Personnel,NC State
8303,James Daugherty,Assistant Director of Player Personnel,NC State
8304,Quint Cottingham,Assistant Director of Player Personnel,NC State
8305,Jatavis Sanders,Director of Football Scouting,NC State
8306,Henry Trevathan Jr.,Director of High School Relations,NC State
8307,Maurice Moses,Director of Creative Video for Football,NC State
8308,Nicole Walton,Director of Recruiting Operations,NC State
8309,Adam Clark,Assistant AD/Football Chief of Staff,NC State
8310,Brock McKirgan,Director of Football Operations,NC State
8311,Averie Oetjen,Assistant Director of Football Operations,NC State
8312,Errol Seaver,"Director of Football Visual Production, Scouting & Analytics",NC State
8313,Luke Bailey,Video Coordinator,NC State
8314,Timothy Lester,Video Coordinator,NC State
8315,Justin Smith,Head Football Athletic Trainer,NC State
8316,Kevin Siesel,Associate Head Football Athletic Trainer,NC State
8317,Taylor Berman,Athletic Trainer,NC State
8318,Joseph Sorce,Athletic Trainer,NC State
8319,Natalie Brincefield,Executive Assistant to the Head Coach,NC State
8320,Denise Ritter,Administrative Support,NC State
8321,Dr. Ariane Smith Machin,Sports Psychologist,NC State
8457,Matt Rhule,Head Coach,Nebraska
8458,Tony White,Associate Head Coach / Defensive Coordinator,Nebraska
8459,Marcus Satterfield,Offensive Coordinator,Nebraska
8460,Ed Foley,Special Teams Coordinator,Nebraska
8461,E.J. Barthel,Assistant Coach - Running Backs,Nebraska
8462,Evan Cooper,Assistant Coach - Secondary/Defensive Pass Game Coordinator,Nebraska
8463,Rob Dvoracek,Assistant Coach - Linebackers,Nebraska
8464,Terrance Knighton,Assistant Coach - Defensive Line,Nebraska
8465,Garret McGuire,Assistant Coach - Wide Receivers,Nebraska
8466,Donovan Raiola,Assistant Coach - Offensive Line,Nebraska
8467,Bob Wager,Assistant Coach - Tight Ends,Nebraska
8468,Corey Campbell,Head Football Strength & Conditioning Coach,Nebraska
8579,Ken Wilson,Head Coach,Nevada
8580,Vai Taua,Assistant Head Coach / Running Backs,Nevada
8581,Derek Sage,Offensive Coordinator/ Tight Ends,Nevada
8582,Kwame Agyeman,Co-Defensive Coordinator / Safeties coach,Nevada
8583,Mike Bethea,Co-Defensive Coordinator / Linebackers coach,Nevada
8584,Michael Barton,Special Teams Coordinator/OLBs,Nevada
8585,Anthony Arceneaux,Wide Receivers Coach,Nevada
8586,Nate Costa,Quarterbacks Coach,Nevada
8587,Al Lapuaho,Defensive Line Coach,Nevada
8588,Angus McClure,Passing Game Coordinator/Offensive Line,Nevada
8589,Jalen Ortiz,Cornerbacks coach,Nevada
8590,Mason Baggett,Strength and conditioning coach,Nevada
8591,Javier Ramirez,"Assistant Strength and Conditioning Coach, Football",Nevada
8592,Drew Stefanelli,"Assistant Strength and Conditioning Coach (Football, Softball)",Nevada
8593,Nick Yaver,Senior Offensive Analyst,Nevada
8594,Jordan Loeffler,Offensive Analyst,Nevada
8595,Garrett McClure,Offensive Graduate Assistant (WR),Nevada
8596,DJ Warkenthien,Defensive Graduate Assistant (LB),Nevada
8597,Peyton Yanagi,Defensive Graduate Assistant (Special Teams/Specialists),Nevada
8598,Jim Mastro,Senior Director of Football Administration and Operations,Nevada
8599,Virgil Green,Director of Player Personnel,Nevada
8600,Eli Miller,Director of Football Operations,Nevada
8601,Jace Parker,Director of Recruiting,Nevada
8602,Alec Watt,On-Campus Recruiting Coordinator,Nevada
8603,Dennis Eck,Assistant On-Campus Coordinator,Nevada
8604,Spencer Hiett,Associate Director of Sports Medicine (Football),Nevada
8605,Joey Albanese,Video Coordinator,Nevada
8606,Josh Hoover,Creative Media Specialist,Nevada
8607,Max Campbell,Student Assistant - Quarterbacks,Nevada
8608,Devansh Mehra,Student Assistant - Defensive Backs/Recruiting,Nevada
8829,Jerry Kill,Head Coach,New Mexico State
8830,Tim Beck,Assistant Head Coach/Offensive Coordinator,New Mexico State
8831,Nate Dreiling,Defensive Coordinator,New Mexico State
8832,Andrew Mitchell,Offensive Line,New Mexico State
8833,Tyler Wright,Tight Ends,New Mexico State
8834,Tony Sanchez,Wide Receivers,New Mexico State
8835,Ghaali Muhammad-Lankford,Running Backs,New Mexico State
8836,Chuka Ndulue,Defensive Line,New Mexico State
8837,Bobby McMillen,Inside Linebackers,New Mexico State
8838,Cliff Odom,Defensive Backs,New Mexico State
8839,Melvin Rice,Co Defensive Coordinator/Safeties,New Mexico State
8840,Jack Jarnigan,Graduate Assistant (Offense),New Mexico State
8841,Isaiah Washington,Graduate Assistant (Offense),New Mexico State
8842,Quinn Thomas,Graduate Assistant (Defense),New Mexico State
8843,Aaron Cheatwood,Graduate Assistant (Defense),New Mexico State
8844,Rachel Phillips,Director of Football Operations,New Mexico State
8845,Robert Garth,Director of Player Development,New Mexico State
8846,Martha Valdez,Administrative Assistant,New Mexico State
8847,Dominic Moreno,Director of Sports Medicine,New Mexico State
8848,Sam Graff,Associate Athletic Trainer (FB),New Mexico State
8849,Eric Klein,Director of Sports Performance,New Mexico State
8850,Stevie Reyna,Director of Olympic Sports,New Mexico State
8851,Andrew Feild,Assistant Strength & Conditioning Coach,New Mexico State
8852,Pecos Fort,Director of Video,New Mexico State
8853,Giovann Melendez,Director of Recruiting/Graduate Assistant,New Mexico State
8854,DJ Marquardt,Director of Player Personnel/Recruiting Coordinator,New Mexico State
8855,Garrett Altman,Offensive Analyst,New Mexico State
8972,Mack Brown,Head Coach,North Carolina
8973,Gene Chizik,Assistant Head Coach for Defense,North Carolina
8974,Lonnie Galloway,Assistant Head Coach/Passing Game Coordinator/Wide Receivers,North Carolina
8975,Tommy Thigpen,Co-Defensive Coordinator/Inside Linebackers,North Carolina
8976,Charlton Warren,Co-Defensive Coordinator/Defensive Backs,North Carolina
8977,Phil Longo,Offensive Coordinator/Quarterbacks Coach,North Carolina
8978,Jack Bicknell Jr.,Offensive Line,North Carolina
8979,Dré Bly,Cornerbacks,North Carolina
8980,Tim Cross,Defensive Line,North Carolina
8981,Brian Hess,Head Strength & Conditioning Coach - Football,North Carolina
8982,John Lilly,Run Game Coordinator/Tight Ends,North Carolina
8983,Darrell Moody,Senior Advisor to the Head Coach,North Carolina
8984,Larry Porter,Special Teams Coordinator/Running Backs,North Carolina
8985,Sparky Woods,Senior Advisor to the Head Coach,North Carolina
9078,Thomas Hammock,Head Coach,Northern Illinois
9079,Eric Eidsness,Offensive Coordinator/Quarterbacks,Northern Illinois
9080,Nick Benedetto,Defensive Coordinator/Safeties,Northern Illinois
9081,Daryl Agpalsa,Assistant Coach/Run Game Coordinator/Offensive Line,Northern Illinois
9082,Wesley Beschorner,Assistant Coach/Running Backs/Passing Game Coordinator,Northern Illinois
9083,Adam Breske,Assistant Coach/Linebackers/Special Teams Coordinator,Northern Illinois
9084,Jordan Gigli,Assistant Coach/Defensive Line/Defensive Run Game Coordinator/Recruiting Coordinator,Northern Illinois
9085,DJ Bland,Assistant Coach/Cornerbacks,Northern Illinois
9086,Joseph Hawkins,Assistant Coach/Wide Receivers,Northern Illinois
9087,Travis Moore,Assistant Coach/Defensive Ends,Northern Illinois
9088,Cory White,Assistant Coach/Tight Ends,Northern Illinois
9089,Dan Wolfe,Assistant Athletic Director - Football Operations,Northern Illinois
9090,Angelo Sebastiano,Assistant Director of Football Operations/Video,Northern Illinois
9199,Pat Fitzgerald,Dan and Susan Jones Family Head Football Coach,Northwestern
9200,Mike Bajakian,Offensive Coordinator (Quarterbacks),Northwestern
9201,Kurt Anderson,Assistant Coach (Offensive Line),Northwestern
9202,Lou Ayeni,Assistant Coach (Running Backs/Recruiting Coordinator),Northwestern
9203,Jeff Genyk,Assistant Coach (Special Teams Coordinator/Tight Ends),Northwestern
9204,Matt MacPherson,Associate Head Coach (Defensive Backs),Northwestern
9205,Tim McGarigle,Assistant Coach (Linebackers),Northwestern
9206,Ryan Smith,Assistant Coach (Cornerbacks),Northwestern
9207,Jacob Schmidt,Director of Football Operations,Northwestern
9208,Darby Dunnagan,Director of Player Development,Northwestern
9209,Jay Hooten,Director of Sports Performance for Football,Northwestern
9210,Bryan Payton,Director of Recruiting - Defense,Northwestern
9211,Jonny Kovach,Director of Player Personnel,Northwestern
9212,Demetrius Fields,Director of Player Engagement,Northwestern
9213,Todd McShane,Director of Recruiting - Offense,Northwestern
9214,Matt Flannery,Assistant Director of Football Performance,Northwestern
9215,Rick Perry,Assistant Director of Football Performance,Northwestern
9216,Darren Bailey,Assistant Director of Football Performance,Northwestern
9217,Zach Opsal,Quality Control (Special Teams),Northwestern
9218,Michael Conway,Director of Recruiting Content,Northwestern
9219,Lauren McCree,Director of On-Campus Recruiting & High School Relations,Northwestern
9220,"Jen Schumacher, Ph.D., CMPC",Mental Performance Coach,Northwestern
9426,Tim Albin,Head Coach,Ohio
9427,Spence Nowinsky,Assistant Football Coach/Defensive Coordinator,Ohio
9428,Scott Isphording,Offensive Coordinator/Quarterbacks,Ohio
9429,Allen Rudolph,Co-Offensive Coordinator/Offensive Line,Ohio
9430,Dwayne Dixon,Wide Receivers,Ohio
9431,Tremayne Scott,Defensive Tackles,Ohio
9432,John Hauser,Safeties Coach,Ohio
9433,Brian Smith,Running Backs Coach and Passing Game Coordinator,Ohio
9434,De'Angelo Smith,Cornerbacks/Director of Player Development,Ohio
9435,Nate Faanes,Special Teams Coordinator/Linebackers,Ohio
9436,Brian Metz,Tight Ends,Ohio
9437,Jeremiah Covington,Assistant AD for Football Operations,Ohio
9438,Kyle Pollock,Director of Recruiting and Video Operations,Ohio
9439,Thomas Turnbaugh,Director of Video and Recruiting Services,Ohio
9440,Will Fife,Director of Equipment,Ohio
9441,Caleb Moon,Assistant Director of Equipment,Ohio
9442,Kyle Obly,Graduate Assistant- Offense,Ohio
9443,Jake Roney,Graduate Assistant - Offense,Ohio
9444,Clay Finney,Graduate Assistant - Defense,Ohio
9445,Danny Orrock,Graduate Assistant - Defense,Ohio
9446,Elaine Goodfellow,Administrative Assistant,Ohio
9447,Jake Miller,Director of Strength & Conditioning,Ohio
9448,Sarah Newgarde,"Director of Athletics Communications (Football, Wrestling, Baseball)",Ohio
9449,Matthias Reiber,Head Football Athletic Trainer,Ohio
9450,Jerry Lin,"Staff Athletic Trainer (Football, Swim & Dive)",Ohio
9451,"Jessica Arquette MS, RDN, LD",Ohio Athletics Sports Dietitian,Ohio
9452,Kaitlyn Michener,Nutritionist,Ohio
9453,Hannah Rastatter,Nutritionist,Ohio
9710,Mike Gundy,Head Coach,Oklahoma State
9711,Joe Bob Clements,Linebackers,Oklahoma State
9712,Charlie Dickey,Offensive Line,Oklahoma State
9713,Kasey Dunn,Associate Head Coach/Offensive Coordinator/Receivers,Oklahoma State
9714,Dan Hammerschmidt,Safeties,Oklahoma State
9715,Derek Mason,Defensive Coordinator,Oklahoma State
9716,Jason McEndoo,Tight Ends / Cowboy Backs,Oklahoma State
9717,Tim Rattay,Quarterbacks,Oklahoma State
9718,Greg Richmond,Defensive Line,Oklahoma State
9719,John Wozniak,Running Backs,Oklahoma State
9720,Rob Glass,Strength & Conditioning,Oklahoma State
9721,Bill Clay,Defensive Analyst,Oklahoma State
9722,Gary Gibbs,Defensive Analyst,Oklahoma State
9723,Bradley Thomas,Offensive Analyst,Oklahoma State
9724,Chris Thurmond,Offensive Analyst,Oklahoma State
9725,Rod Johnson,Director of Football Operations,Oklahoma State
9726,Jon Pickle,Assistant Director of Operations,Oklahoma State
9727,Eddie Simpkins,Administrative Assistant / Prospect Analyst - QB,Oklahoma State
9728,Todd Bradford,Director of Football Recruiting,Oklahoma State
9729,Mariah Turner,Director of On-Campus Recruiting,Oklahoma State
9730,Beni Tonga,Player Development Specialist,Oklahoma State
9731,Joe Reynolds,Assistant Recruiting Director - Defense,Oklahoma State
9732,Josh Gonzales,Assistant Recruiting Director - Offense,Oklahoma State
9733,DJ Linton,Prospect Analyst - DL,Oklahoma State
9734,Jordan Burton,Prospect Analyst - LB,Oklahoma State
9735,Lorenzo Joe,Offense Quality Control,Oklahoma State
9736,Michael Hunter,Defensive Graduate Assistant,Oklahoma State
9737,J.W. Walsh,Offensive Quality Control,Oklahoma State
9738,Zach Sallee,Offensive Quality Control,Oklahoma State
9739,Richetti Jones,Director of Player Development,Oklahoma State
9740,Zach Allen,Prospect Analyst - OL,Oklahoma State
9741,Lauren Abbott,Sports Nutritionist,Oklahoma State
9742,Cameron O'Neal,Prospect Analyst - RB,Oklahoma State
9743,Tim Sanders,Offensive Analyst,Oklahoma State
9744,Travis Britz,Defensive Line - Graduate Assistant,Oklahoma State
9745,Brayden Kearsley,Offensive Line - Graduate Assistant,Oklahoma State
9746,Joseph Foteh,Special Teams Analyst,Oklahoma State
9747,Justin Gordon,Prospect Analyst - LB,Oklahoma State
9825,Ricky Rahne,Thurmond Family ODU Head Football Coach,Old Dominion
9826,Kevin Decker,Offensive Coordinator/Quarterbacks,Old Dominion
9827,Blake Seiler,Defensive Coordinator/Inside Linebackers,Old Dominion
9828,Kevin Smith,Special Teams Coordinator/Outside Linebackers,Old Dominion
9829,Mark Dupuis,Wide Receivers/Pass Game Coordinator,Old Dominion
9830,Justin Harper,Tight Ends/Offensive Recruiting Coordinator,Old Dominion
9831,Alex Huettel,Offensive Line,Old Dominion
9832,Victor Irokansi,Defensive Line,Old Dominion
9833,Tony Lucas,Running Backs/Assistant Head Coach,Old Dominion
9834,Remington Rebstock,Assistant Defensive Coordinator/Safeties,Old Dominion
9835,Tarron Williams,Cornerbacks,Old Dominion
9836,Chad Snodgrass,Director of Sports Performance,Old Dominion
9837,Tristin Iannone,Director of Operations,Old Dominion
9838,Eric Baumgartner,Defensive Quality Control,Old Dominion
9839,Ryan Wilson,Graduate Assistant (Tight Ends/Running Backs),Old Dominion
9840,Shane Baker,Graduate Assistant (Special Teams),Old Dominion
9841,Cullen McCarty,Graduate Assistant (Offensive Line),Old Dominion
9842,Jonathan Ceh,Assistant Director of Operations,Old Dominion
9843,Drew Casa,Director of Player Personnel,Old Dominion
9957,Lane Kiffin,Head Coach,Ole Miss
9958,John David Baker,Assistant Coach/Co-Offensive Coordinator/Tight Ends,Ole Miss
9959,John Garrison,Assistant Coach/Offensive Line,Ole Miss
9960,Pete Golding,Assistant Coach/Defensive Coordinator/Linebackers,Ole Miss
9961,Keynodo Hudson,Assistant Coach/Cornerbacks,Ole Miss
9962,Randall Joyner,Assistant Coach/Defensive Line,Ole Miss
9963,Wes Neighbors III,Assistant Coach/Safeties,Ole Miss
9964,Derrick Nix,Assistant Head Coach/Wide Receivers,Ole Miss
9965,Jake Schoonover,Special Teams Coordinator,Ole Miss
9966,Kevin Smith,Assistant Coach/Running Backs,Ole Miss
9967,Charlie Weis Jr.,Assistant Coach/Co-Offensive Coordinator/Quarterbacks,Ole Miss
9968,Buddy Brosky,Graduate Assistant - Defense,Ole Miss
9969,Heath Dedeaux,Graduate Assistant - Offense,Ole Miss
9970,Austin Thomas,Football Chief of Staff,Ole Miss
9971,Tom Luke,Associate A.D. for Player Development,Ole Miss
9972,"Thaddeus Rivers, EdD",Associate A.D. for Football Operations,Ole Miss
9973,Alex Collins,Assistant A.D. for Recruiting Operations,Ole Miss
9974,Ken Crain,Assistant A.D. for Equipment Operations,Ole Miss
9975,Zach Hamman,Assistant A.D. for Creative Content,Ole Miss
9976,Mallikah Little,Assistant A.D. for Player Personnel,Ole Miss
9977,Lou Spanos,Lead Analyst,Ole Miss
9978,Patrick Carter,Senior Analyst,Ole Miss
9979,Sterlin Gilbert,Senior Analyst,Ole Miss
9980,Michael Nysewander,Senior Analyst,Ole Miss
9981,Dane Stevens,Senior Analyst,Ole Miss
9982,DP Eyman,Analyst,Ole Miss
9983,Enrique Davis,Analyst,Ole Miss
9984,Brandon Deaderick,Analyst,Ole Miss
9985,Monte Kiffin,Analyst,Ole Miss
9986,Hunter MacKay,Analyst,Ole Miss
9987,Fisher Ray,Analyst,Ole Miss
9988,Kody Schexnayder,Analyst,Ole Miss
9989,Nick Savage,Head Football Strength and Conditioning Coach,Ole Miss
9990,Zack Akenberger,Associate Head Football Strength and Conditioning Coach,Ole Miss
9991,Anthony Henderson,Assistant Football Strength and Conditioning Coach,Ole Miss
9992,Jordan Sims,Assistant Football Strength and Conditioning Coach,Ole Miss
9993,DeVante Wilson,Assistant Football Strength and Conditioning Coach,Ole Miss
9994,Beth Schwartz,Director of Sports Nutrition,Ole Miss
9995,MacKenzie Morris,Director of Recruiting,Ole Miss
9996,Addisyn Goodson,Assistant Director of On-Campus Recruiting,Ole Miss
9997,Kelvin Bolden,Coordinator of Recruiting Strategy,Ole Miss
9998,Preston TIffany,Director of Player Personnel,Ole Miss
9999,Alex Faulk,Director of High School & Junior College Relations,Ole Miss
10000,Chelsea Vaughn,Assistant Director of Player Development,Ole Miss
10001,Rishi Desai,Director of Scouting,Ole Miss
10002,Luci Strickland,Coordinator of Football Operations,Ole Miss
10003,Tyler Viens,Coordinator of Football Operations,Ole Miss
10004,Fisher Adkins,Manager of Creative Media,Ole Miss
10005,Andrew McDowell,Assistant Equipment Manager,Ole Miss
10006,Pat Jernigan,Head Football Athletic Trainer,Ole Miss
10007,Kevin Keys,Assistant Football Athletic Trainer,Ole Miss
10008,Mitchell Mazur,Assistant Football Athletic Trainer,Ole Miss
10009,Nate Yost,Assistant Athletic Trainer - Football,Ole Miss
10010,Matthew Engelbert,Coordinator of Football Video Services,Ole Miss
10011,Kate de Steuben,Assistant Coordinator of Video Services,Ole Miss
10012,Cam Aiken,Offensive Assistant,Ole Miss
10013,Jay Shoop,Defensive Assistant,Ole Miss
10014,Maddy Gallegos,Recruiting Assistant,Ole Miss
10015,Jonathan Hess,Recruiting Assistant,Ole Miss
10016,Connor Lawson,Player Personnel Assistant,Ole Miss
10017,Megan McCurdy,Assistant to the Head Coach,Ole Miss
10018,Alicia VanLandeghem,Administrative Support Specialist,Ole Miss
10146,Dan Lanning,Head Coach,Oregon
10147,Kenny Dillingham,Offensive Coordinator/Quarterbacks,Oregon
10148,Tosh Lupoi,Defensive Coordinator/Linebackers,Oregon
10149,Adrian Klemm,Associate Head Coach/Offensive Line/Run Game Coordinator,Oregon
10150,Junior Adams,Co-Offensive Coordinator/Wide Receivers,Oregon
10151,Joe Lorig,Special Teams Coordinator/Nickels,Oregon
10152,Matt Powledge,Co-Defensive Coordinator/Safeties,Oregon
10153,Carlos Locklyn,Running Backs,Oregon
10154,Demetrice Martin,Cornerbacks/Passing Game Coordinator,Oregon
10155,Drew Mehringer,Tight Ends,Oregon
10156,Tony Tuioti,Defensive Line,Oregon
10157,Wilson Love,Head Football Strength & Conditioning Coach,Oregon
10158,Jarwarski Beckum,Director of Speed & Performance,Oregon
10159,Shaud Williams,Assistant Head Strength & Conditioning Coach,Oregon
10160,Mark Davis,Assistant Strength & Conditioning Coach,Oregon
10161,Christian Tupou,Assistant Strength & Conditioning Coach,Oregon
10162,Viane Talamaivao,Graduate Assistant - Offense,Oregon
10163,Colin Lockett,Graduate Assistant - Offense,Oregon
10164,Jake Long,Graduate Assistant - Defense,Oregon
10165,Tony Washington Jr.,Graduate Assistant - Defense,Oregon
10166,Kamran Araghi,Defensive Analyst,Oregon
10167,Connor Boyd,Defensive Analyst,Oregon
10168,Trent Figg,Offensive Analyst,Oregon
10169,Bob Gregory,Defensive Analyst,Oregon
10170,Steven Haunga,Offensive Analyst,Oregon
10171,Greg Jones,Defensive Analyst,Oregon
10172,Koa Ka'ai,Offensive Analyst,Oregon
10173,Nigel Madison,Defensive Analyst,Oregon
10174,Jordan Somerville,Offensive Analyst,Oregon
10175,Zach Tinker,Special Teams Analyst,Oregon
10176,Marshall Malchow,Chief of Staff,Oregon
10177,Jeff Hawkins,Senior Associate AD of HDC Administration and Operations,Oregon
10178,Matt Noyer,Assistant AD of Football Operations,Oregon
10179,Kodi Look,Director of Football Operations,Oregon
10180,Cassidy Noyer,Director of External Relations,Oregon
10181,Eden Mahina,Director of Player Academic Development,Oregon
10182,Rashad Wadood,Director of Community Engagement,Oregon
10183,Don Johnson,Director of Player Personnel/Director of Recruiting,Oregon
10184,Tyler Dean,Director of Scouting,Oregon
10185,JR Moala,Director of Recruiting Operations,Oregon
10186,Pat Biondo,Director of Recruiting Strategy,Oregon
10187,Lydia Gibbs,Director of On-Campus Recruiting,Oregon
10188,Steve Pohl,Video Production Coordinator,Oregon
10189,Heath Mosier,Football Video Coordinator,Oregon
10190,Gio Aguilar,Assistant Video Coordinator,Oregon
10191,Josh Heim,Director of Digital Media,Oregon
10192,Jackie Mikula,Senior Content Designer,Oregon
10193,Kenny Farr,Football Equipment Administrator,Oregon
10194,Devin Cramer,Equipment Manager,Oregon
10195,Jordan Troester,Director of Performance & Sports Science,Oregon
10196,Ben Mckay,Sports Science Coordinator,Oregon
10197,Brenna Sleggs,Senior Sports Dietitian,Oregon
10414,James Franklin,Head Coach,Penn State
10415,Manny Diaz,Defensive Coordinator/Linebackers,Penn State
10416,Mike Yurcich,Offensive Coordinator/Quarterbacks,Penn State
10417,Stacy Collins,Special Teams Coordinator/Outside Linebacker/Nickels,Penn State
10418,Terry M. Smith,Associate Head Coach/Defensive Recruiting Coordinator/Cornerbacks,Penn State
10419,Ja'Juan Seider,Assistant Head Coach/Co-Offensive Coordinator/Running Backs,Penn State
10420,Deion Barnes,Defensive Line,Penn State
10421,Marques Hagans,Offensive Recruiting Coordinator/Wide Receivers,Penn State
10422,Ty Howle,Co-Offensive Coordinator/Tight Ends,Penn State
10423,Anthony Poindexter,Co-Defensive Coordinator/Safeties,Penn State
10424,Phil Trautwein,Offensive Line,Penn State
10425,"Chuck Losey, III","Assistant AD, Performance Enhancement – Football",Penn State
10426,Torrence Brown,Defensive Graduate Assistant,Penn State
10427,Bryce Jones,Defensive Graduate Assistant,Penn State
10428,David Parker,Offensive Graduate Assistant,Penn State
10429,Dwayne Scott,Offensive Graduate Assistant,Penn State
10529,Pat Narduzzi,Chris Bickell '97 Head Football Coach,Pittsburgh
10530,Charlie Partridge,Assistant Head Coach / Defensive Line,Pittsburgh
10531,Frank Cignetti Jr.,Offensive Coordinator / Quarterbacks,Pittsburgh
10532,Randy Bates,Defensive Coordinator,Pittsburgh
10533,Andre Powell,Special Teams Coordinator / Running Backs,Pittsburgh
10534,Tiquan Underwood,Wide Receivers / Passing Game Coordinator,Pittsburgh
10535,Dave Borbely,Offensive Line,Pittsburgh
10536,Archie Collins,Secondary,Pittsburgh
10537,Ryan Manalac,Linebackers,Pittsburgh
10538,Tim Salem,Tight Ends,Pittsburgh
10539,Cory Sanders,Safeties,Pittsburgh
10540,Michael Stacchiotti,Head Strength and Conditioning Coach,Pittsburgh
10541,Chris LaSala,"Associate Athletic Director, Football Administration (FB)",Pittsburgh
10542,John Ford Jr.,"Assistant Athletic Director, Football Operations",Pittsburgh
10543,Mark Pennington,Assistant Director of Football Operations,Pittsburgh
10544,Graham Wilbert,Director of Player Personnel,Pittsburgh
10545,Adam Caltury,Director of Recruiting,Pittsburgh
10546,Karlo Zovko,Assistant Director of Player Personnel,Pittsburgh
10547,Alex Kline,Assistant Director of Player Personnel,Pittsburgh
10548,Peter Collins,Offensive Quality Control,Pittsburgh
10549,Phil DeCapito,Defensive Quality Control,Pittsburgh
10550,Jonathan DiBiaso,Offensive Graduate Assistant,Pittsburgh
10551,DeVaughn Gordon,Associate Strength and Conditioning Coach (FB),Pittsburgh
10552,Michael Ray,Assistant Strength and Conditioning Coach (FB),Pittsburgh
10553,Ryan Ross,Assistant Strength and Conditioning Coach (FB),Pittsburgh
10554,Parker Showers,Assistant Strength and Conditioning Coach (FB),Pittsburgh
10555,Chris Hanks,Assistant Athletic Director / Head Football Athletic Trainer,Pittsburgh
10556,Ryan Bohn,Athletic Trainer (FB),Pittsburgh
10557,Ada Weiss,Athletic Trainer (FB),Pittsburgh
10558,Sina D'Amico,Sports Dietitian (FB),Pittsburgh
10559,Danielle Kravits,Sports Nutrition Fellow (FB),Pittsburgh
10560,Chris Dountas,Director of Football Equipment Services,Pittsburgh
10561,Danny Kozusko,Assistant Director of Football Equipment Services,Pittsburgh
10562,Taylor Wilhelm,Director of Creative Media,Pittsburgh
10563,Max Behr,Assistant Director of Creative Media,Pittsburgh
10564,Chad Bogard,Director of Football Video Services,Pittsburgh
10565,Nate Sexauer,Assistant Director of Football Video Services,Pittsburgh
10566,Greg Daniels,Director of Broadcast and Video Production (FB),Pittsburgh
10567,Mitch Robinson,Assistant Director of Broadcast and Video Production (FB),Pittsburgh
10568,Sam Kukura,Recruiting Analyst,Pittsburgh
10569,Sam Wheatley,Academic Counselor (FB),Pittsburgh
10570,Carter Pickering,Academic Counselor (FB),Pittsburgh
10571,Monica McNeil,Academic Counselor (FB),Pittsburgh
10572,E.J. Borghetti,"Executive Associate Athletic Director, Communications",Pittsburgh
10573,R.J. Sepich,"Director of Football Communications and Digital StrategyFB, WRES",Pittsburgh
10574,Vicki Kline,General Administrative Assistant to Coach Narduzzi,Pittsburgh
10575,Lynnie Koontz,Administrative Assistant for Recruiting,Pittsburgh
10678,Ryan Walters,Head Coach,Purdue
10679,Cory Patterson,Associate Head Coach/Wide Receivers,Purdue
10680,Graham Harrell,Offensive Coordinator,Purdue
10681,Kevin Kane,Defensive Coordinator,Purdue
10682,Sam Carter,Cornerbacks,Purdue
10683,Lamar Conard,Running Backs,Purdue
10684,Joe Dineen,Outside Linebackers,Purdue
10685,Seth Doege,Tight Ends,Purdue
10686,Brick Haley,Defensive Line,Purdue
10687,Marcus Johnson,Offensive Line,Purdue
10688,Grant O'Brien,Safeties,Purdue
10689,Chris Petrilli,Senior Special Teams Analyst,Purdue
10690,Preston Gordon,Senior Defensive Analyst,Purdue
10691,Stanton Keane,Senior Offensive Analyst,Purdue
10692,T.J. McCollum,Defensive Analyst,Purdue
10693,Josh Miller,Offensive Analyst,Purdue
10694,Justin Sinz,Offensive Analyst,Purdue
10695,Jeff Smart,Defensive Analyst,Purdue
10696,Austin Karr,Defensive Graduate Assistant,Purdue
10697,Kiero Small,Director of Football Strength and Conditioning,Purdue
10698,Nate Rock,Associate Director of Strength and Conditioning,Purdue
10699,Austin Winfree,Associate Director of Strength and Conditioning,Purdue
10700,Myles Quimby,Assistant Director of Strength and Conditioning,Purdue
10701,Greg Robinson,Assistant Director of Strength and Conditioning,Purdue
10702,Tiffini Grimes,Deputy Athletics Director / Senior Woman Administrator,Purdue
10703,Noah Joseph,General Manager,Purdue
10704,Pete Roley,Director of Operations,Purdue
10705,Tanner Norton,Director of Player Personnel,Purdue
10706,Tyler Miller,Assistant Director of Player Personnel,Purdue
10707,Jessica Stinger,Director of Recruiting,Purdue
10708,Nate Dennison,Director of Scouting,Purdue
10709,Semiah Bowden,Director of On-Campus Recruiting,Purdue
10710,Matt Patterson,Lead Video Coordinator,Purdue
10711,Foxy LaFon,Administrative Assistant,Purdue
10803,Mike Bloomgren,Dunlevie Family Head Football Coach,Rice
10804,Pete Alamar,Associate Head Coach/Special Teams Coordinator,Rice
10805,Brian Smith,Defensive Coordinator / Safeties,Rice
10806,Marques Tuiasosopo,Offensive Coordinator/ Quarterbacks,Rice
10807,Cedric Calhoun,Defensive Line,Rice
10808,Sanders Davis,Offensive Line,Rice
10809,Jon Kay,Linebackers,Rice
10810,Mike Kershaw,Wide Receivers,Rice
10811,Jeremy Modkins,Cornerbacks,Rice
10812,Lucas Reed,Tight Ends,Rice
10813,John Settle,Running Backs,Rice
10814,JJ Nelson,Quality Control Coordinator/Wide Receivers,Rice
10815,Taylor Sauer,Quality Control Coordinator/Defense,Rice
10816,Ahmaad Smith,Quality Control Coordinator/Defense,Rice
10817,Zach Welinger,Quality Control Coordinator/Quarterbacks,Rice
